Date,Close,High,Low,Open,Volume
,SOL-USD,SOL-USD,SOL-USD,SOL-USD,SOL-USD
2025-07-17,175.7930450439453,178.0684356689453,169.03152465820312,173.70848083496094,7913250794
2025-07-18,177.38197326660156,184.36900329589844,173.91468811035156,175.79193115234375,8439352014
2025-07-19,177.07012939453125,178.369384765625,174.31314086914062,177.3819122314453,4074891432
2025-07-20,181.54603576660156,183.31976318359375,176.52830505371094,177.07049560546875,6503778374
2025-07-21,195.9942626953125,198.91555786132812,178.56219482421875,181.54525756835938,11211509986
2025-07-22,205.70054626464844,205.87147521972656,194.2823028564453,195.98789978027344,14508715185
2025-07-23,189.54293823242188,205.75608825683594,184.32736206054688,205.71124267578125,10671351702
2025-07-24,182.60606384277344,191.88336181640625,179.94815063476562,189.539306640625,8921891799
2025-07-25,186.7796630859375,186.78858947753906,176.41354370117188,182.60394287109375,8613557362
2025-07-26,184.91387939453125,189.64695739746094,184.5326690673828,186.77980041503906,3756183776
2025-07-27,188.73348999023438,190.44314575195312,184.74012756347656,184.91197204589844,4713357652
2025-07-28,182.54156494140625,194.65802001953125,182.36875915527344,188.7321014404297,7456216270
2025-07-29,181.33531188964844,186.4884490966797,178.57058715820312,182.55848693847656,5430304723
2025-07-30,177.6940155029297,182.3795166015625,172.34226989746094,181.33531188964844,6074764559
2025-07-31,172.42434692382812,182.48248291015625,171.85279846191406,177.69378662109375,5443530167
2025-08-01,162.87709045410156,172.4171142578125,159.78857421875,172.4171142578125,8200357157
2025-08-02,158.48301696777344,165.1070098876953,156.0843505859375,162.87709045410156,4455060056
2025-08-03,161.95497131347656,162.8240509033203,156.87167358398438,158.48341369628906,3702562222
2025-08-04,169.42568969726562,169.71173095703125,161.43699645996094,161.9629669189453,4977909460
2025-08-05,164.096435546875,171.56015014648438,161.64089965820312,169.4277801513672,4979304041
2025-08-06,168.1757354736328,169.86183166503906,161.40118408203125,164.09857177734375,3851544154
2025-08-07,175.4854278564453,175.48870849609375,166.89454650878906,168.17543029785156,5177005321
2025-08-08,176.76329040527344,179.35963439941406,173.70159912109375,175.48545837402344,6565011386
2025-08-09,180.18234252929688,183.14248657226562,176.7598419189453,176.76312255859375,5297615193
2025-08-10,182.90301513671875,185.916748046875,177.99513244628906,180.18289184570312,6719478867
2025-08-11,174.97781372070312,186.6573028564453,173.68667602539062,182.9030303955078,7353962794
2025-08-12,191.85682678222656,193.4408416748047,173.8356170654297,174.9778289794922,8611505118
2025-08-13,201.59042358398438,204.4700164794922,191.49545288085938,191.85682678222656,11831412257
2025-08-14,192.58595275878906,209.66685485839844,187.7833709716797,201.58673095703125,14664456934
