Date,Close,High,Low,Open,Volume
,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD
2025-07-17,3476.784423828125,3521.685302734375,3315.9990234375,3371.5068359375,47532846793
2025-07-18,3549.016357421875,3674.855224609375,3463.38623046875,3476.1240234375,59198465810
2025-07-19,3595.273681640625,3608.275634765625,3512.97314453125,3548.926025390625,26031719746
2025-07-20,3759.471435546875,3819.398681640625,3582.349609375,3595.240478515625,44600451066
2025-07-21,3763.371337890625,3856.76708984375,3705.353759765625,3758.920654296875,42611467663
2025-07-22,3749.1455078125,3798.100341796875,3624.140380859375,3762.882080078125,45248868820
2025-07-23,3629.70361328125,3765.0263671875,3532.8564453125,3749.238525390625,41283228953
2025-07-24,3708.005615234375,3771.381591796875,3514.999267578125,3629.731689453125,40377960354
2025-07-25,3727.266845703125,3744.820068359375,3579.962890625,3708.005615234375,42264509577
2025-07-26,3741.39599609375,3789.789794921875,3702.774169921875,3727.2373046875,24635287361
2025-07-27,3875.24658203125,3876.93359375,3733.681640625,3741.25732421875,28897450394
2025-07-28,3787.42578125,3940.652099609375,3756.515869140625,3875.255859375,35831336149
2025-07-29,3793.454833984375,3883.997802734375,3716.88330078125,3788.319580078125,35540435995
2025-07-30,3808.20166015625,3832.884033203125,3683.14453125,3793.58251953125,34392494235
2025-07-31,3696.707763671875,3877.47021484375,3685.004150390625,3808.24609375,32839839444
2025-08-01,3488.365966796875,3722.585693359375,3432.3798828125,3696.144287109375,46261558200
2025-08-02,3392.7412109375,3535.558837890625,3370.943115234375,3487.956787109375,30165065282
2025-08-03,3497.379150390625,3520.831298828125,3357.93896484375,3392.744384765625,19363593865
2025-08-04,3718.986083984375,3734.9775390625,3491.554931640625,3497.613037109375,30905749658
2025-08-05,3611.8994140625,3720.656494140625,3547.62109375,3719.81787109375,32778742296
2025-08-06,3683.920654296875,3698.124755859375,3567.095947265625,3612.038818359375,26924415763
2025-08-07,3914.325927734375,3926.204345703125,3650.365966796875,3684.06201171875,38627826066
2025-08-08,4009.848876953125,4068.84765625,3882.443115234375,3914.110595703125,45460293892
2025-08-09,4263.59912109375,4323.76123046875,4007.709228515625,4009.150634765625,45279715746
2025-08-10,4254.2177734375,4332.21044921875,4163.9404296875,4263.552734375,36173931367
2025-08-11,4226.966796875,4362.0927734375,4168.875,4254.2314453125,49989853803
2025-08-12,4590.9248046875,4634.05517578125,4222.3623046875,4227.20703125,57237189036
2025-08-13,4756.27587890625,4784.6689453125,4566.23876953125,4590.65771484375,62550014642
2025-08-14,4548.16650390625,4788.5517578125,4461.28173828125,4756.04345703125,75681632806
